URL: 
Timestamp: Thu Mar 14 2024 17:22:23 GMT+0000 (Greenwich Mean Time)

URL: 
Timestamp: Thu Mar 14 2024 17:27:40 GMT+0000 (Greenwich Mean Time)

URL: 
Timestamp: Thu Mar 14 2024 17:27:40 GMT+0000 (Greenwich Mean Time)

URL: 
Timestamp: Thu Mar 14 2024 17:27:48 GMT+0000 (Greenwich Mean Time)

URL: 
Timestamp: Thu Mar 14 2024 17:27:48 GMT+0000 (Greenwich Mean Time)

URL: 
Timestamp: Thu Mar 14 2024 17:28:00 GMT+0000 (Greenwich Mean Time)

URL: 
Timestamp: Thu Mar 14 2024 17:28:00 GMT+0000 (Greenwich Mean Time)

::1 - - [24/Mar/2024:23:39:41 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:23:40:51 +0000] "GET /movies/Tsotsi%22 HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:23:41:03 +0000] "GET /movies/:Tsotsi%22 HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:23:41:19 +0000] "GET /movies/:Tsotsi HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:23:41:29 +0000] "GET /movies/Tsotsi HTTP/1.1" 200 678 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [02/Apr/2024:10:43:59 +0000] "GET /movies HTTP/1.1" 200 7138 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:10:44:55 +0000] "GET /movies/Tsotsi HTTP/1.1" 200 678 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:10:45:15 +0000] "GET /movies/director/Gavin%20Hood HTTP/1.1" 200 202 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:10:57:53 +0000] "GET /movies HTTP/1.1" 200 7138 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:12:44:54 +0000] "GET /movies HTTP/1.1" 200 7138 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:12:46:24 +0000] "GET /movies HTTP/1.1" 200 7138 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:12:47:51 +0000] "GET /movies HTTP/1.1" 200 7138 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:12:56:18 +0000] "GET /movies/Tsotsi HTTP/1.1" 200 678 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:12:57:47 +0000] "GET /students/Ben%20Cohen HTTP/1.1" 404 159 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:12:58:00 +0000] "GET /students/ HTTP/1.1" 404 148 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:12:58:20 +0000] "GET /movies/Tsotsi HTTP/1.1" 200 678 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:13:25:32 +0000] "GET /movies HTTP/1.1" 200 7138 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:13:26:03 +0000] "GET /movies/Frida HTTP/1.1" 200 703 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:14:04:40 +0000] "GET /movies/genre/Animation HTTP/1.1" 200 143 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:14:06:12 +0000] "GET /movies/genre/Animation HTTP/1.1" 200 143 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:14:06:32 +0000] "GET /movies/genre/ HTTP/1.1" 400 13 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:14:06:43 +0000] "GET /movies/genre/Action HTTP/1.1" 500 16 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:14:06:56 +0000] "GET /movies/genre/Crime HTTP/1.1" 200 162 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:14:23:46 +0000] "GET /movies/director/ HTTP/1.1" 400 13 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:14:24:04 +0000] "GET /movies/director/Tom%C3%A1s%20Guti%C3%A9rrez%20Alea HTTP/1.1" 200 222 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:14:25:26 +0000] "GET /movies/director/Tom%C3%A1s%20Guti%C3%A9rrez%20Alea HTTP/1.1" 200 222 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:14:27:11 +0000] "GET / HTTP/1.1" 200 36 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:14:28:34 +0000] "GET /movies/director/Gavin%20Hood HTTP/1.1" 200 202 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:19:43:56 +0000] "GET /movies HTTP/1.1" 200 7138 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:19:44:33 +0000] "GET / HTTP/1.1" 200 36 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:19:47:17 +0000] "GET /movies/director/Gavin%20Hood HTTP/1.1" 200 202 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:19:47:31 +0000] "GET /movies/genre/Crime HTTP/1.1" 200 162 "-" "PostmanRuntime/7.37.0"
::1 - - [02/Apr/2024:19:47:54 +0000] "GET /movies HTTP/1.1" 200 7138 "-" "PostmanRuntime/7.37.0"
